Vegatation,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7
“Ï’Î√©≤›‘≠,0,0,0,50,706,976,828,872,536,0,0,0,923,892,879,814,760,768,872,829,224.0390015,4258,2.154,55,-145,145,-83,-157,-15,1183,956,1384,1108,1455,3364,3229,3215,3108,2954,1930,1616,1060,182,1134,960,1092,0,0,0,0,0,0,0,28,12,24,77,159,121,195,250,169,74,42,1,0,0,0,0,1,1,1,0,0,0,1,2,2,1,6,9,7,9,12,11,5,5,2,1,1,1,1,13125,13342,0,13126,13292,13483,14159,14515,14039,0,14765,14711,14495,14778,14815,14637,14189,14154,13872,13735,13670,13608,13428,14460.67391,14530.20455,14415.8913,14291.08889,14251.45652,59,-137,153,-76,-147,-14,1741,1807,2536,1586,4543,4991,4564,5246,4622,4344,4187,2822,1499,188,1814,1257,1676,0,0,0,0,0,0,0,24,12,22,67,138,105,170,213,146,57,37,0,0,0,0,0,5,4,4,2,0,1,6,12,11,5,26,41,35,40,47,46,25,29,13,9,9,9,9,0.0111429,0.0202504,0.0183457,0.0329279,0.101183,0.112771,0.0702698,0.110465,0.110102,0.0492262,0.0253241,0.0051241,30.83333333,35.5,41.75,40.66666667,33.16666667,173,173,173,173,176,196,72,50,39,39,39,39,2116,2914,496,919,3227,2719,1940,1018,3047,458,918,3441,2775,1489,1196,3113,460,888,3953,2729,1669,845,2279,434,805,3212,2473,1570,3676,4668,1638,1982,3234,2827,2001
“Ï’Î√©≤›‘≠,0,0,0,31,330,887,892,910,662,0,0,0,802,819,762,895,832,765,789,781,331.5079956,4318,7.0118098,1616,976,139,726,1350,3435,1055,783,1247,1425,2313,2921,2657,2476,2484,2850,2020,1111,1206,1173,957,1098,-60,0,0,0,0,0,0,0,24,19,37,91,77,89,196,226,166,74,57,0,0,0,0,0,2,2,1,2,1,1,2,3,3,1,4,9,9,13,11,9,6,3,3,3,1,1,1,13622,13744,13757,13831,13658,13887,14492,14626,14393,14769,14845,14578,14518,14834,14710,14527,14417,14230,14077,13958,14063,13666,13386,14415.4,14424.91111,14317.13043,14269.78261,14190.26087,1870,1136,138,1121,1876,3771,1535,1278,2272,2317,4476,4513,4519,4523,3827,4532,3322,2250,2332,1868,1624,1429,-54,0,0,0,0,0,0,0,19,17,29,77,71,79,170,195,141,58,48,-4,0,0,0,0,15,18,9,12,4,6,13,16,14,6,20,39,37,47,47,43,28,21,18,20,9,9,9,0.0090877,0.0259794,0.016085,0.0355064,0.094229,0.118614,0.11694,0.134457,0.11007,0.0559006,0.0239081,0.004962,34.5,39.91666667,47.25,46.08333333,37.16666667,210,210,210,210,210,210,77,53,41,41,41,41,1609,2737,1107,1409,3517,2719,2153,1114,2947,390,801,3673,2453,1435,1079,3312,534,989,4303,2832,1686,1079,2868,404,802,3666,2771,1484,1031,1980,390,682,3146,2607,1538
“Ï’Î√©≤›‘≠,0,0,0,31,330,887,892,910,662,0,0,0,802,819,894,779,911,708,789,781,213.3040009,4347,4.07197,434,263,-53,106,346,58,430,993,1024,1810,2313,3560,3332,3008,3593,2850,2252,1311,1373,1207,1072,694,-40,0,0,0,0,0,0,0,39,18,35,92,107,80,167,189,159,53,51,0,0,0,0,0,1,1,1,1,0,1,2,2,4,2,6,8,7,13,11,8,5,3,2,2,1,1,1,13622,13744,13757,13831,13658,13887,14492,14626,14393,14769,14845,14578,14518,14834,14710,14527,14417,14230,14077,13958,14063,13666,13386,14415.4,14424.91111,14317.13043,14269.78261,14190.26087,564,332,-52,170,513,53,650,1591,1778,2916,4476,5327,5517,5346,5291,4532,3729,2777,2815,1907,1822,880,-38,0,0,0,0,0,0,0,32,16,29,79,97,71,148,164,136,44,43,-1,0,0,0,0,9,9,9,7,2,6,13,11,19,10,26,36,31,47,46,38,23,21,14,16,9,9,9,0.0090877,0.0259794,0.016085,0.0355064,0.094229,0.118614,0.11694,0.134457,0.11007,0.0559006,0.0239081,0.004962,34.5,39.91666667,47.25,46.08333333,37.16666667,210,210,210,210,210,210,77,53,41,41,41,41,1273,2632,456,962,3703,2738,1876,900,2952,436,871,3511,2388,1422,1069,3302,549,1009,4106,2772,1669,1079,2868,487,911,3585,2810,1591,1033,1996,446,757,3120,2644,1557
“Ï’Î√©≤›‘≠,0,0,0,31,330,887,892,910,662,0,0,0,802,819,894,779,911,708,789,781,236.9129944,4319,12.2896004,228,886,90,1187,337,239,1116,1522,1455,1803,2625,3231,3491,2994,3555,3088,2391,1576,1601,1207,880,1107,-178,0,0,0,0,0,0,0,39,18,35,92,107,80,167,189,159,53,51,0,0,0,0,0,1,1,1,1,0,1,2,2,4,2,6,8,7,13,11,8,5,3,2,2,1,1,1,13622,13744,13757,13831,13658,13887,14492,14626,14393,14769,14845,14578,14518,14834,14710,14527,14417,14230,14077,13958,14063,13666,13386,14415.4,14424.91111,14317.13043,14269.78261,14190.26087,360,1243,97,1986,513,257,1739,2224,2790,3472,5313,5194,5878,5732,5600,4832,4031,3254,3262,1948,1487,1423,-167,0,0,0,0,0,0,0,32,16,29,79,97,71,148,164,136,44,43,-1,0,0,0,0,9,9,9,7,2,6,13,11,19,10,26,36,31,47,46,38,23,21,14,16,9,9,9,0.0090877,0.0259794,0.016085,0.0355064,0.094229,0.118614,0.11694,0.134457,0.11007,0.0559006,0.0239081,0.004962,34.5,39.91666667,47.25,46.08333333,37.16666667,210,210,210,210,210,210,77,53,41,41,41,41,1015,2322,456,962,3703,2738,1876,890,2814,436,871,3511,2388,1422,1006,3261,549,1009,4106,2772,1669,1012,2905,487,911,3585,2810,1591,1018,2201,446,757,3120,2644,1557
¿‰›Ô≤›‘≠,0,0,139,107,571,842,664,940,496,148,53,0,778,800,813,762,791,733,738,860,243.6199951,2930,13.6761999,1450,1485,1369,1230,1398,1310,1582,1853,2290,2689,3934,3546,3484,3613,3344,3822,3224,2944,2562,1698,1355,1291,1290,0,0,0,0,0,0,18,94,81,91,206,86,223,275,297,264,115,118,19,2,0,0,0,1,2,2,2,2,2,2,3,4,8,10,2,11,14,12,11,9,7,5,3,1,2,2,13668,13982,14186,14134,14692,14921,15272,15623,15324,15344,14885,0,14827,15069,15169,15062,14873,14810,14584,14395,14239,13966,13825,14788.84783,14701.17391,14676.37778,14643.8913,14646.26087,1904,2175,2149,1902,2063,2034,2281,2635,3630,4012,6183,5833,6035,6016,5559,6579,6081,5199,4640,3323,2358,2442,2350,0,0,0,0,0,0,12,83,70,79,179,78,188,239,255,226,97,105,12,1,0,0,0,9,15,15,14,14,12,13,18,23,33,38,12,40,54,46,44,45,39,30,23,9,14,14,0.0041924,0.0055875,0.0082108,0.0330146,0.158781,0.141692,0.119273,0.105036,0.0692351,0.0310539,0.0107425,0.0006564,30.66666667,43.16666667,45.08333333,41.75,34.66666667,9,9,9,9,9,8,8,8,8,8,8,8,1205,2820,672,1078,3256,3363,2183,702,2668,403,746,3052,2761,1594,723,2788,502,877,3397,3259,2037,530,2569,322,615,3049,2422,1347,691,2188,483,764,3210,3090,1962
¿‰›Ô≤›‘≠,0,0,139,107,571,842,664,940,496,148,53,0,799,763,789,840,791,771,716,911,243.6199951,2930,13.6761999,1450,1485,1369,1230,1398,1310,1582,1853,2290,2689,3934,3546,3484,3613,3344,3822,3224,2944,2562,1698,1355,1291,1290,0,0,0,0,0,0,18,94,81,91,206,86,223,275,297,264,115,118,19,2,0,0,0,1,2,2,2,2,2,2,3,4,8,10,2,11,14,12,11,9,7,5,3,1,2,2,13668,13982,14186,14134,14692,14921,15272,15623,15324,15344,14885,0,14827,15069,15169,15062,14873,14810,14584,14395,14239,13966,13825,14788.84783,14701.17391,14676.37778,14643.8913,14646.26087,1904,2175,2149,1902,2063,2034,2281,2635,3630,4012,6183,5833,6035,6016,5559,6579,6081,5199,4640,3323,2358,2442,2350,0,0,0,0,0,0,12,83,70,79,179,78,188,239,255,226,97,105,12,1,0,0,0,9,15,15,14,14,12,13,18,23,33,38,12,40,54,46,44,45,39,30,23,9,14,14,0.0041924,0.0055875,0.0082108,0.0330146,0.158781,0.141692,0.119273,0.105036,0.0692351,0.0310539,0.0107425,0.0006564,30.66666667,43.16666667,45.08333333,41.75,34.66666667,9,9,9,9,9,8,8,8,8,8,8,8,1205,2820,672,1078,3256,3363,2183,702,2668,403,746,3052,2761,1594,723,2788,502,877,3397,3259,2037,530,2569,322,615,3049,2422,1347,691,2188,483,764,3210,3090,1962
¿‰›Ô≤›‘≠,0,0,0,0,136,811,897,874,614,0,0,0,847,815,839,830,754,787,792,799,275.0100098,4108,10.5129004,790,822,721,811,981,836,1026,1085,1206,1848,2166,3227,2934,3532,3283,3688,1728,1282,1249,877,879,877,802,0,0,0,0,0,0,0,24,11,34,83,61,165,162,174,124,52,42,0,0,0,0,0,1,1,1,2,1,2,2,2,2,5,7,8,8,8,10,7,2,4,2,1,1,1,1,13502,13733,13644,13952,14060,14244,14702,14963,14535,14049,14979,0,14480,14807,14951,14668,14530,14664,14168,14022,13925,13760,13631,14364.51111,14338.77778,14264.47727,14256.45,14145.77273,1244,1354,1380,1382,1864,1385,1478,1622,1754,2952,3001,4684,4175,5218,4859,6611,2931,2901,2420,1784,1648,1528,1366,0,0,0,0,0,0,0,21,10,29,72,54,143,139,151,108,45,38,0,0,0,0,0,9,9,9,12,7,12,12,12,8,23,29,32,31,39,45,37,15,25,12,9,9,9,9,0.0056265,0.013366,0.0052152,0.0300987,0.135912,0.12193,0.0983862,0.0770576,0.0670394,0.0397297,0.0144738,0.0002761,35.16666667,46,48.91666667,45.58333333,35.83333333,671,671,671,671,671,671,476,464,397,397,397,397,1333,2450,712,1138,2604,2499,1664,1099,3036,617,1018,3011,2492,1496,1142,3002,630,999,3335,2322,1617,429,2103,444,750,2410,1864,1059,1343,2285,529,949,3256,3038,2059
¿‰›Ô≤›‘≠,0,0,0,0,136,811,897,874,614,0,0,0,847,815,839,830,754,787,792,799,286.5750122,4093,12.8073997,968,534,880,778,581,821,1187,1054,1790,1888,2166,2768,3151,3055,4133,2326,2120,1417,1073,977,1124,1047,878,0,0,0,0,0,0,0,24,11,34,83,61,165,162,174,124,52,42,0,0,0,0,0,1,1,1,2,1,2,2,2,2,5,7,8,8,8,10,7,2,4,2,1,1,1,1,13502,13733,13644,13952,14060,14244,14702,14963,14535,14049,14979,0,14480,14807,14951,14668,14530,14664,14168,14022,13925,13760,13631,14364.51111,14338.77778,14264.47727,14256.45,14145.77273,1287,808,1695,1382,769,1360,1743,1716,2724,2952,3001,4422,4580,4624,5928,3677,3902,3255,2198,1856,1645,1852,1459,0,0,0,0,0,0,0,21,10,29,72,54,143,139,151,108,45,38,0,0,0,0,0,9,9,9,12,7,12,12,12,8,23,29,32,31,39,45,37,15,25,12,9,9,9,9,0.0056265,0.013366,0.0052152,0.0300987,0.135912,0.12193,0.0983862,0.0770576,0.0670394,0.0397297,0.0144738,0.0002761,35.16666667,46,48.91666667,45.58333333,35.83333333,671,671,671,671,671,671,476,464,397,397,397,397,1333,2450,712,1138,2604,2499,1664,1133,2930,617,1018,3011,2492,1496,1306,3019,630,999,3335,2322,1617,1275,2758,444,750,2410,1864,1059,1343,2285,529,949,3256,3038,2059
¿‰›Ô≤›‘≠,0,0,0,0,136,811,897,874,614,0,0,0,817,822,898,841,788,827,810,772,256.6679993,4088,14.4581003,968,534,880,778,581,821,1187,1054,1790,1888,2166,2768,3151,3055,4133,2326,2120,1417,1073,977,1124,1047,878,0,0,0,0,0,0,0,24,11,34,83,61,165,162,174,124,52,42,0,0,0,0,0,1,1,1,2,1,2,2,2,2,5,7,8,8,8,10,7,2,4,2,1,1,1,1,13502,13733,13644,13952,14060,14244,14702,14963,14535,14049,14979,0,14480,14807,14951,14668,14530,14664,14168,14022,13925,13760,13631,14364.51111,14338.77778,14264.47727,14256.45,14145.77273,1287,808,1695,1382,769,1360,1743,1716,2724,2952,3001,4422,4580,4624,5928,3677,3902,3255,2198,1856,1645,1852,1459,0,0,0,0,0,0,0,21,10,29,72,54,143,139,151,108,45,38,0,0,0,0,0,9,9,9,12,7,12,12,12,8,23,29,32,31,39,45,37,15,25,12,9,9,9,9,0.0056265,0.013366,0.0052152,0.0300987,0.135912,0.12193,0.0983862,0.0770576,0.0670394,0.0397297,0.0144738,0.0002761,35.16666667,46,48.91666667,45.58333333,35.83333333,671,671,671,671,671,671,476,464,397,397,397,397,1333,2450,712,1138,2604,2499,1664,1133,2930,617,1018,3011,2492,1496,1306,3019,630,999,3335,2322,1617,1275,2758,444,750,2410,1864,1059,1343,2285,529,949,3256,3038,2059
¿‰›Ô≤›‘≠,0,0,0,181,686,907,945,876,593,36,0,0,757,774,888,848,760,915,707,783,241.9680023,3890,16.6481991,846,894,936,920,974,1338,1198,1629,1722,2567,4415,3719,3708,4622,3788,3589,2149,1489,1190,1060,965,1076,777,0,0,0,0,0,0,0,28,14,38,96,26,142,194,259,139,34,45,0,0,0,0,0,1,1,1,2,1,2,2,3,1,5,9,5,13,9,10,8,2,5,1,1,1,1,1,13573,13714,13833,13850,13951,14477,14574,14800,14546,14490,14765,0,14487,14699,14729,14738,14398,14481,14139,14018,13977,13729,13567,14549.1087,14536.51111,14440.77778,14343.95556,14306.18182,1095,1422,1761,1791,1796,2230,2054,2692,2827,4096,4435,5657,5508,6611,5793,6191,4303,3200,2082,2006,1599,2209,1832,0,0,0,0,0,0,0,23,11,31,84,26,126,168,220,120,30,40,0,0,0,0,0,9,9,9,12,7,14,11,17,8,22,36,21,43,37,41,35,12,26,9,9,9,9,9,0.0065211,0.0155513,0.008136,0.0321979,0.126885,0.153192,0.103571,0.085388,0.103467,0.0447967,0.0169032,0.0002557,34,44.41666667,47.41666667,44.25,34.91666667,598,598,598,598,598,598,316,252,169,169,169,169,928,2216,514,829,2753,2700,1744,879,3169,530,944,3473,2414,1467,630,3089,451,798,3437,2211,1313,552,2347,291,557,2640,1892,994,1034,2103,3877,3983,5295,4740,3809
¿‰›Ô≤›‘≠,0,0,0,181,686,907,945,876,593,36,0,0,757,774,797,820,708,980,707,783,252.2749939,3900,15.8577003,846,894,936,920,974,1338,1198,1629,1722,2567,4415,3719,3708,4622,3788,3589,2149,1489,1190,1060,965,1076,777,0,0,0,0,0,0,0,28,14,38,96,26,142,194,259,139,34,45,0,0,0,0,0,1,1,1,2,1,2,2,3,1,5,9,5,13,9,10,8,2,5,1,1,1,1,1,13573,13714,13833,13850,13951,14477,14574,14800,14546,14490,14765,0,14487,14699,14729,14738,14398,14481,14139,14018,13977,13729,13567,14549.1087,14536.51111,14440.77778,14343.95556,14306.18182,1095,1422,1761,1791,1796,2230,2054,2692,2827,4096,4435,5657,5508,6611,5793,6191,4303,3200,2082,2006,1599,2209,1832,0,0,0,0,0,0,0,23,11,31,84,26,126,168,220,120,30,40,0,0,0,0,0,9,9,9,12,7,14,11,17,8,22,36,21,43,37,41,35,12,26,9,9,9,9,9,0.0065211,0.0155513,0.008136,0.0321979,0.126885,0.153192,0.103571,0.085388,0.103467,0.0447967,0.0169032,0.0002557,34,44.41666667,47.41666667,44.25,34.91666667,598,598,598,598,598,598,316,252,169,169,169,169,928,2216,514,829,2753,2700,1744,879,3169,530,944,3473,2414,1467,630,3089,451,798,3437,2211,1313,552,2347,291,557,2640,1892,994,1034,2103,3877,3983,5295,4740,3809
¿‰›Ô≤›‘≠,0,0,0,0,316,882,943,884,489,0,0,0,722,835,853,857,800,813,757,778,53.6008987,4171,4.6854601,255,52,379,73,-32,-45,715,927,1082,876,901,3388,3446,2661,2523,1945,1804,1313,59,73,63,417,482,0,0,0,0,0,0,0,25,6,18,49,15,152,145,202,134,16,38,0,0,0,0,0,1,0,0,1,1,1,1,2,2,3,6,8,5,9,10,7,1,3,1,0,1,1,1,12990,12828,13322,13440,13853,13847,14304,14546,14402,14109,14432,0,14536,14831,14935,14680,0,14415,13869,13545,13763,13628,13503,14435.47826,14385.90909,14172.57778,14118.97778,13980.51111,246,58,405,85,-31,-43,867,1571,2094,1087,1076,4845,4645,4434,4074,3900,3030,2817,62,78,58,426,678,0,0,0,0,0,0,0,20,6,14,44,15,133,127,176,117,12,35,0,0,0,0,0,3,2,2,4,4,3,6,8,9,16,23,39,22,40,46,30,5,18,7,2,5,9,9,0.0062646,0.0165141,0.0094714,0.028443,0.124872,0.124476,0.0867489,0.0785887,0.0886539,0.0439462,0.0144026,0.000506,32.58333333,41.25,44.5,42.16666667,33.58333333,319,319,319,319,319,319,117,81,63,63,63,63,2502,3029,1608,1751,2334,2146,1297,1098,3162,629,1131,3765,2669,1701,1579,3324,703,1174,3782,2753,1995,756,1723,403,689,2846,2220,1288,929,1658,447,637,2562,2312,1391
¿‰›Ô≤›‘≠,0,0,0,0,316,882,943,884,489,0,0,0,722,835,853,857,800,813,757,778,101.8180008,4172,17.5741005,278,52,379,73,98,189,741,1021,1113,1073,1016,2871,3446,2636,2331,1797,1895,1313,157,151,719,76,502,0,0,0,0,0,0,0,25,6,18,49,15,152,145,202,134,16,38,0,0,0,0,0,1,0,0,1,1,1,1,2,2,3,6,8,5,9,10,7,1,3,1,0,1,1,1,12990,12828,13322,13440,13853,13847,14304,14546,14402,14109,14432,0,14536,14831,14935,14680,0,14415,13869,13545,13763,13628,13503,14435.47826,14385.90909,14172.57778,14118.97778,13980.51111,273,58,405,85,95,193,1017,1762,2094,1683,1213,4201,4645,3778,3473,3270,3291,2817,165,159,896,101,565,0,0,0,0,0,0,0,20,6,14,44,15,133,127,176,117,12,35,0,0,0,0,0,3,2,2,4,4,3,6,8,9,16,23,39,22,40,46,30,5,18,7,2,5,9,9,0.0062646,0.0165141,0.0094714,0.028443,0.124872,0.124476,0.0867489,0.0785887,0.0886539,0.0439462,0.0144026,0.000506,32.58333333,41.25,44.5,42.16666667,33.58333333,319,319,319,319,319,319,117,81,63,63,63,63,2502,3029,1608,1751,2334,2146,1297,1267,3103,629,1131,3765,2669,1701,1431,3169,703,1174,3782,2753,1995,1257,2479,403,689,2846,2220,1288,929,1658,447,637,2562,2312,1391
¿‰›Ô≤›‘≠,0,0,0,0,316,882,943,884,489,0,0,0,722,835,796,857,793,844,757,778,299.3900146,4176,6.9060202,278,52,379,73,98,189,741,1021,1113,1073,1016,2871,3446,2636,2331,1797,1895,1313,157,151,719,76,502,0,0,0,0,0,0,0,25,6,18,49,15,152,145,202,134,16,38,0,0,0,0,0,1,0,0,1,1,1,1,2,2,3,6,8,5,9,10,7,1,3,1,0,1,1,1,12990,12828,13322,13440,13853,13847,14304,14546,14402,14109,14432,0,14536,14831,14935,14680,0,14415,13869,13545,13763,13628,13503,14435.47826,14385.90909,14172.57778,14118.97778,13980.51111,273,58,405,85,95,193,1017,1762,2094,1683,1213,4201,4645,3778,3473,3270,3291,2817,165,159,896,101,565,0,0,0,0,0,0,0,20,6,14,44,15,133,127,176,117,12,35,0,0,0,0,0,3,2,2,4,4,3,6,8,9,16,23,39,22,40,46,30,5,18,7,2,5,9,9,0.0062646,0.0165141,0.0094714,0.028443,0.124872,0.124476,0.0867489,0.0785887,0.0886539,0.0439462,0.0144026,0.000506,32.58333333,41.25,44.5,42.16666667,33.58333333,319,319,319,319,319,319,117,81,63,63,63,63,2502,3029,1608,1751,2334,2146,1297,1267,3103,629,1131,3765,2669,1701,1431,3169,703,1174,3782,2753,1995,1257,2479,403,689,2846,2220,1288,929,1658,447,637,2562,2312,1391
¿‰›Ô≤›‘≠,0,0,0,0,316,882,943,884,489,0,0,0,722,835,853,857,800,813,757,778,337.8619995,4164,14.7101002,305,286,706,127,549,212,939,1122,1328,1922,1523,3593,3506,3461,3247,2619,2170,1562,293,147,586,544,1383,0,0,0,0,0,0,0,22,8,10,78,15,125,164,159,129,13,38,0,0,0,0,0,1,1,1,1,1,3,2,2,2,3,5,7,4,7,7,7,1,3,2,1,1,1,1,12914,13133,13276,13531,13811,13977,14157,14418,14202,13862,14549,0,14644,14799,14972,14673,0,14332,13772,13507,13701,13341,13441,14435.47826,14385.90909,14172.57778,14118.97778,13980.51111,293,320,875,158,697,229,1400,1846,2454,3003,2099,4837,4625,4708,4314,4091,3499,2822,346,153,811,872,1842,0,0,0,0,0,0,0,19,6,8,66,15,109,143,142,110,10,35,0,0,0,0,0,5,3,7,4,5,22,10,11,11,16,22,35,20,31,35,31,5,16,14,9,9,9,9,0.0062646,0.0165141,0.0094714,0.028443,0.124872,0.124476,0.0867489,0.0785887,0.0886539,0.0439462,0.0144026,0.000506,32.58333333,41.25,44.5,42.16666667,33.58333333,319,319,319,319,319,319,117,81,63,63,63,63,1448,2691,695,1185,3566,2844,2172,1215,3492,659,1164,3643,2961,1719,1242,3452,659,1142,4054,2931,2132,1143,2726,597,981,3040,2625,1794,1166,2083,587,860,2854,2623,1745
¿‰›Ô≤›‘≠,0,0,0,0,316,882,943,884,489,0,0,0,807,853,809,825,747,819,795,744,61.3574982,4174,7.70435,305,286,706,127,549,212,939,1122,1328,1922,1523,3593,3506,3461,3247,2619,2170,1562,293,147,586,544,1383,0,0,0,0,0,0,0,22,8,10,78,15,125,164,159,129,13,38,0,0,0,0,0,1,1,1,1,1,3,2,2,2,3,5,7,4,7,7,7,1,3,2,1,1,1,1,12914,13133,13276,13531,13811,13977,14157,14418,14202,13862,14549,0,14644,14799,14972,14673,0,14332,13772,13507,13701,13341,13441,14435.47826,14385.90909,14172.57778,14118.97778,13980.51111,293,320,875,158,697,229,1400,1846,2454,3003,2099,4837,4625,4708,4314,4091,3499,2822,346,153,811,872,1842,0,0,0,0,0,0,0,19,6,8,66,15,109,143,142,110,10,35,0,0,0,0,0,5,3,7,4,5,22,10,11,11,16,22,35,20,31,35,31,5,16,14,9,9,9,9,0.0062646,0.0165141,0.0094714,0.028443,0.124872,0.124476,0.0867489,0.0785887,0.0886539,0.0439462,0.0144026,0.000506,32.58333333,41.25,44.5,42.16666667,33.58333333,319,319,319,319,319,319,117,81,63,63,63,63,1448,2691,695,1185,3566,2844,2172,1215,3492,659,1164,3643,2961,1719,1242,3452,659,1142,4054,2931,2132,1143,2726,597,981,3040,2625,1794,1166,2083,587,860,2854,2623,1745
¿‰›Ô≤›‘≠,0,0,0,48,449,917,843,746,454,0,0,0,802,752,773,817,879,754,782,780,54.8908005,4106,6.4331598,-154,-152,115,30,58,-157,541,805,937,1241,1156,1183,1501,1311,1426,1553,1365,-276,-154,-291,-39,-214,-11,0,0,0,0,0,0,0,12,7,14,36,11,69,88,92,71,35,55,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,2,4,4,3,1,2,0,0,0,0,0,13012,12712,12961,13129,13306,13423,13828,14437,14296,14135,14460,0,14579,14983,14928,14842,14356,14239,13608,13380,13429,13075,13038,14556.06522,14566.04545,14279.25,14213.97778,14077,-150,-147,125,30,61,-147,684,1086,1562,1635,1768,1670,2175,1952,2811,2150,1873,-263,-168,-297,-44,-209,-12,0,0,0,0,0,0,0,10,6,12,31,8,63,77,81,61,31,46,0,0,0,0,0,0,1,2,0,0,0,6,6,6,13,16,10,12,20,20,18,6,13,2,0,0,0,0,0.0078703,0.0146359,0.0083997,0.0234557,0.117062,0.0970516,0.0973805,0.0666731,0.0815348,0.0488573,0.0208429,0.0014493,30.58333333,37.25,41.41666667,39.16666667,31,142,142,142,142,216,222,82,57,44,44,44,44,2135,2970,1196,1666,3215,3588,2918,1810,2536,1075,1504,3546,2904,2255,1612,2747,712,1085,3491,2624,1953,1384,2368,568,969,3168,2644,1784,1554,1826,1980,2028,2860,2470,1805
